,사용일자,폭염여부,황사관측,미세먼지,초미세먼지,한파특보,평균이용승객수,강수량,적설,행정구역_경기남부,행정구역_경기동부,행정구역_경기북서부,행정구역_경기중부,행정구역_서울,행정구역_인천,요일,평일,주말
489,2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0970458551446108,0.164446541527696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0
491,2023-06-21,0.0,0.0,0.0,0.0,0.0,-1.2285001873417518,0.3091430780441008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0
492,2023-06-22,0.0,0.0,0.0,0.0,0.0,-1.143616694959152,0.0193169688260756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0
494,2023-06-22,0.0,0.0,0.0,0.0,0.0,0.147840487876688,0.0893845659378073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0
495,2023-06-22,0.0,0.0,0.0,0.0,0.0,0.7947466938371798,0.0030144646342876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0
496,2023-06-22,0.0,0.0,0.0,0.0,0.0,0.1448345643283394,0.0168764458405369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0
510,2023-06-25,1.0,0.0,0.0,0.0,0.0,0.1749288906389821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
516,2023-06-26,0.0,0.0,0.0,0.0,0.0,1.009937979432247,0.533392102142579,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
517,2023-06-26,0.0,0.0,0.0,0.0,0.0,-0.0202185500550717,0.5934180712174008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0
518,2023-06-26,0.0,0.0,0.0,0.0,0.0,-1.3049389630629689,0.6056536859875538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
519,2023-06-26,0.0,0.0,0.0,0.0,0.0,0.6402171769682068,0.474345714735886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0
521,2023-06-26,0.0,0.0,0.0,0.0,0.0,-0.0216356074988721,0.4183329568634283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
524,2023-06-27,0.0,0.0,0.0,0.0,0.0,0.7366492272410801,0.0060131878671635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
525,2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0842383310629088,0.019803831249614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
527,2023-06-27,0.0,0.0,0.0,0.0,0.0,-1.2057844541534777,0.1779062403621415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0
530,2023-06-28,0.0,0.0,0.0,0.0,0.0,0.1187278597992808,0.0020114002846415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0
534,2023-06-29,0.0,0.0,0.0,0.0,0.0,0.9988025934299488,0.8452959042340495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0
535,2023-06-29,0.0,0.0,0.0,0.0,0.0,0.6197214917349859,0.8065674658772921,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0
537,2023-06-29,0.0,0.0,0.0,0.0,0.0,-0.0770365563010387,0.893178142883604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0
538,2023-06-29,0.0,0.0,0.0,0.0,0.0,-0.0761013495886452,0.6985947388343642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0
539,2023-06-29,0.0,0.0,0.0,0.0,0.0,-1.3291820366376643,0.7447432432399506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0
540,2023-06-30,0.0,0.0,0.0,0.0,0.0,1.169131592495518,0.0119640617855746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
541,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.1644554409368896,0.2007272907666578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1,0
542,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.8190756528686918,0.0149165320125727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0
543,2023-06-30,0.0,0.0,0.0,0.0,0.0,-1.1024569872725598,0.0030144646342876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0
545,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.1631866004676134,0.0099872811961458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,0
558,2023-07-03,1.0,0.0,0.0,0.0,0.0,1.046877351996828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
564,2023-07-04,0.0,0.0,0.0,0.0,0.0,1.0521859563156444,0.8255407406563293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
565,2023-07-04,0.0,0.0,0.0,0.0,0.0,-1.2409269257371751,0.6531146855247547,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0
566,2023-07-04,0.0,0.0,0.0,0.0,0.0,-0.0032181664220425,0.7772682510952788,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0
567,2023-07-04,0.0,0.0,0.0,0.0,0.0,0.7002152457408473,0.443076816075321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
569,2023-07-04,0.0,0.0,0.0,0.0,0.0,-0.0409409283358017,0.7825788611683028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
570,2023-07-05,0.0,0.0,0.0,0.0,0.0,1.1054157637904978,0.0236839419179896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
571,2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0873996602174289,0.1317565835657623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0
572,2023-07-05,0.0,0.0,0.0,0.0,0.0,-1.163779838927936,0.03231950606593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0
573,2023-07-05,0.0,0.0,0.0,0.0,0.0,0.7432312547971233,0.0119640617855746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0
575,2023-07-05,0.0,0.0,0.0,0.0,0.0,0.1076975410613438,0.0771844732108584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0
590,2023-07-08,0.0,0.0,0.0,0.0,0.0,-1.395962478408143,0.0075066976665316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,1
591,2023-07-08,0.0,0.0,0.0,0.0,0.0,0.3618362771874811,0.0030144646342876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,1
594,2023-07-09,0.0,0.0,0.0,0.0,0.0,-0.0259827575931542,0.7194043889542391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
595,2023-07-09,0.0,0.0,0.0,0.0,0.0,-0.8605033547319475,0.3239465077786868,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,1
596,2023-07-09,0.0,0.0,0.0,0.0,0.0,-1.9646271188522864,0.5182713182359212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,1
597,2023-07-09,0.0,0.0,0.0,0.0,0.0,-0.175859981090608,0.5579316202459834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,1
599,2023-07-09,0.0,0.0,0.0,0.0,0.0,-0.6915942460486237,0.2584542488533778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
600,2023-07-10,0.0,0.0,0.0,0.0,0.0,1.0376393225607248,0.271787449325817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
601,2023-07-10,0.0,0.0,0.0,0.0,0.0,-1.2464996681740312,0.4465592657663448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
603,2023-07-10,0.0,0.0,0.0,0.0,0.0,0.666898168749187,0.4303621816767751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0
604,2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0508703430169339,0.0294553894346391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
606,2023-07-11,0.0,0.0,0.0,0.0,0.0,1.0130557584534206,0.8058250556973958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
607,2023-07-11,0.0,0.0,0.0,0.0,0.0,-1.334566801960519,0.9461676072071156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0
608,2023-07-11,0.0,0.0,0.0,0.0,0.0,-0.0496668343578266,0.7880962604095798,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0
609,2023-07-11,0.0,0.0,0.0,0.0,0.0,0.6345028951865366,0.7372582889782858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
610,2023-07-11,0.0,0.0,0.0,0.0,0.0,-0.0397591361791155,0.5205141033114454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
612,2023-07-12,0.0,0.0,0.0,0.0,0.0,1.1125869936539137,0.0060131878671635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
613,2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0825401687019979,0.0906764769307636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0
614,2023-07-12,0.0,0.0,0.0,0.0,0.0,-1.1909860973974635,0.0015092103145817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0
615,2023-07-12,0.0,0.0,0.0,0.0,0.0,0.7421744566573624,0.0060131878671635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0
617,2023-07-12,0.0,0.0,0.0,0.0,0.0,0.1087026997471652,0.0010065807908815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0
618,2023-07-13,0.0,0.0,0.0,0.0,0.0,1.0238646691040376,0.965616321190582,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0
619,2023-07-13,0.0,0.0,0.0,0.0,0.0,-0.0671738798757986,0.7717767073890498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0
620,2023-07-13,0.0,0.0,0.0,0.0,0.0,-1.3246935097265236,0.668416285418622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0
621,2023-07-13,0.0,0.0,0.0,0.0,0.0,0.6176747470346398,0.8233832395806165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0
623,2023-07-13,0.0,0.0,0.0,0.0,0.0,-0.0585874857896085,0.9074617194861002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0
624,2023-07-14,0.0,0.0,0.0,0.0,0.0,0.7046936950660908,0.4346317492567659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0
625,2023-07-14,0.0,0.0,0.0,0.0,0.0,1.069605658762274,0.4513994863048976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
626,2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0324134340166762,0.3728136470684939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,0
627,2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0085836881348333,0.3881349254991233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1,0
629,2023-07-14,0.0,0.0,0.0,0.0,0.0,-1.260419653221747,0.7254175768214026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0
630,2023-07-15,0.0,0.0,0.0,0.0,0.0,0.4846154545577383,0.0492105530123595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
631,2023-07-15,0.0,0.0,0.0,0.0,0.0,-0.4300912851268531,0.3038258715906549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,1
632,2023-07-15,0.0,0.0,0.0,0.0,0.0,-1.6197638283727411,0.335014759270536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,1
633,2023-07-15,0.0,0.0,0.0,0.0,0.0,0.1870551287392587,0.0867919918089019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,1
635,2023-07-15,0.0,0.0,0.0,0.0,0.0,-0.2988326035339098,0.0070092925300488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,1
636,2023-07-16,0.0,0.0,0.0,0.0,0.0,0.0400628412441871,0.2368558188797009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
637,2023-07-16,0.0,0.0,0.0,0.0,0.0,-0.5732629562249253,0.019803831249614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
638,2023-07-16,0.0,0.0,0.0,0.0,0.0,-0.8002206102816691,0.0394179177613586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,1
639,2023-07-16,0.0,0.0,0.0,0.0,0.0,-1.9405738194581048,0.0015092103145817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,1
640,2023-07-16,0.0,0.0,0.0,0.0,0.0,-0.2288179431900715,0.0060131878671635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,1
643,2023-07-17,0.0,0.0,0.0,0.0,0.0,0.664375244440231,0.1975221427577152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0
644,2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0442378164457328,0.0149165320125727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
645,2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0287803628765449,0.0763030391250408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0
647,2023-07-17,0.0,0.0,0.0,0.0,0.0,-1.251534719701255,0.1745707758396353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
648,2023-07-18,0.0,0.0,0.0,0.0,0.0,1.0596935172816648,0.0867919918089019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
650,2023-07-18,0.0,0.0,0.0,0.0,0.0,-1.265320489755443,0.5880158282329111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0
651,2023-07-18,0.0,0.0,0.0,0.0,0.0,0.6647340319357962,0.7990998158559778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
652,2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0337261237327566,0.0246498869635172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
668,2023-07-21,1.0,0.0,0.0,0.0,0.0,1.1527094450415394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
672,2023-07-22,0.0,0.0,0.0,0.0,0.0,0.5539544759783875,0.2811251216357596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
673,2023-07-22,0.0,0.0,0.0,0.0,0.0,-0.3783215317649729,0.1529840013924919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,1
674,2023-07-22,0.0,0.0,0.0,0.0,0.0,-1.5428576684593094,0.0464296555963676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,1
675,2023-07-22,0.0,0.0,0.0,0.0,0.0,0.2398642615702118,0.271787449325817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,1
677,2023-07-22,0.0,0.0,0.0,0.0,0.0,-0.2771692380053824,0.3336076176839101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,1
678,2023-07-23,0.0,0.0,0.0,0.0,0.0,-0.822284593073533,0.5984147209630398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
679,2023-07-23,0.0,0.0,0.0,0.0,0.0,-2.1899145345969973,0.521936782984133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,1
680,2023-07-23,0.0,0.0,0.0,0.0,0.0,-0.1305852113766958,0.6428467763154796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
681,2023-07-23,0.0,0.0,0.0,0.0,0.0,-1.0314253385324836,0.6982961923269039,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,1
682,2023-07-23,0.0,0.0,0.0,0.0,0.0,-0.4242177732621645,0.965616321190582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,1
685,2023-07-24,0.0,0.0,0.0,0.0,0.0,-1.2728143304002029,0.1171561141921142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
687,2023-07-24,0.0,0.0,0.0,0.0,0.0,0.6689856062184993,0.0867919918089019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0
690,2023-07-25,0.0,0.0,0.0,0.0,0.0,1.0613560790473442,0.1459950202673144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
691,2023-07-25,0.0,0.0,0.0,0.0,0.0,0.6789466516166112,0.0408271312149752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
693,2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0255323640636446,0.0683086520923263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0
694,2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0375259151668294,0.0380052376044868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
696,2023-07-26,0.0,0.0,0.0,0.0,0.0,1.0705805599759,0.0294553894346391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
697,2023-07-26,0.0,0.0,0.0,0.0,0.0,0.6853716241627898,0.4070390088576097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0
698,2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0216890219289876,0.4822303355448277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0
699,2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0588988673262132,0.1171561141921142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0
700,2023-07-26,0.0,0.0,0.0,0.0,0.0,-1.2617444832893778,0.3002535167160588,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0
709,2023-07-28,1.0,0.0,0.0,0.0,0.0,1.0946562293332878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
716,2023-07-29,1.0,0.0,0.0,0.0,0.0,0.4860646744911356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
718,2023-07-29,0.0,0.0,0.0,0.0,0.0,-0.2719565951728554,0.1537553301775856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,1
721,2023-07-30,1.0,0.0,0.0,0.0,0.0,0.0766711062205218,0.4822303355448277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
725,2023-07-30,1.0,0.0,0.0,0.0,0.0,-0.6130982399892718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
726,2023-07-31,1.0,0.0,0.0,0.0,0.0,0.9539820049928092,0.0089963332467646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
729,2023-07-31,0.0,0.0,0.0,0.0,0.0,-1.3220393877268304,0.6703006322912637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
732,2023-08-01,1.0,0.0,0.0,0.0,0.0,0.9757872963614748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
739,2023-08-02,1.0,0.0,0.0,0.0,0.0,0.9668902719363556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
745,2023-08-03,1.0,0.0,0.0,0.0,0.0,0.97718679479366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0
752,2023-08-04,1.0,0.0,0.0,0.0,0.0,0.978297135607622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
756,2023-08-05,1.0,0.0,0.0,0.0,0.0,0.352021671935256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
762,2023-08-06,1.0,0.0,0.0,0.0,0.0,-0.0837733134081568,0.1317565835657623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,1
764,2023-08-06,0.0,0.0,0.0,0.0,0.0,-2.0600424833037314,0.0015092103145817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,1
765,2023-08-06,0.0,0.0,0.0,0.0,0.0,-0.3631395335365222,0.0119640617855746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,1
767,2023-08-06,0.0,0.0,0.0,0.0,0.0,-0.6678279002949357,0.022716369331599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
768,2023-08-07,1.0,0.0,0.0,0.0,0.0,-0.0399542643765848,0.0736505900944383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
769,2023-08-07,1.0,0.0,0.0,0.0,0.0,0.93875961050852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
771,2023-08-07,0.0,0.0,0.0,0.0,0.0,-1.3444447229892678,0.0629165543143021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
774,2023-08-08,1.0,0.0,0.0,0.0,0.0,1.0041963259550153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
778,2023-08-08,1.0,0.0,0.0,0.0,0.0,-0.0069218143161371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
781,2023-08-09,0.0,0.0,0.0,0.0,0.0,-1.270790549944048,0.0251322508677009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0
782,2023-08-09,0.0,0.0,0.0,0.0,0.0,-0.0247938507631093,0.0149165320125727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0
783,2023-08-09,0.0,0.0,0.0,0.0,0.0,0.6556369400246819,0.0030144646342876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0
786,2023-08-10,0.0,0.0,0.0,0.0,0.0,0.7010352203379263,0.9689811014862588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0
787,2023-08-10,0.0,0.0,0.0,0.0,0.0,-0.3939809571664399,0.7694070168427489,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0
788,2023-08-10,0.0,0.0,0.0,0.0,0.0,-0.3414394940026307,0.6012505499071171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0
790,2023-08-10,0.0,0.0,0.0,0.0,0.0,0.2733326816170121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0
791,2023-08-10,0.0,0.0,0.0,0.0,0.0,-1.6838808918185255,0.8344440848017385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0
792,2023-08-11,0.0,0.0,0.0,0.0,0.0,0.980855489976324,0.6448167754830443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
793,2023-08-11,0.0,0.0,0.0,0.0,0.0,-0.0938266115666496,0.5127288754827829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1,0
794,2023-08-11,0.0,0.0,0.0,0.0,0.0,0.6345809114911404,0.1734546351691848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0
795,2023-08-11,0.0,0.0,0.0,0.0,0.0,-1.3264732871686942,0.1834226535240036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0
796,2023-08-11,0.0,0.0,0.0,0.0,0.0,-0.053900777918307,0.4154080565121372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,0
798,2023-08-12,0.0,0.0,0.0,0.0,0.0,0.464690549064749,0.0408271312149752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
799,2023-08-12,0.0,0.0,0.0,0.0,0.0,-1.6028814226192247,0.0478217876579551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,1
800,2023-08-12,0.0,0.0,0.0,0.0,0.0,-0.4282488545601037,0.1208411804902641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,1
802,2023-08-12,0.0,0.0,0.0,0.0,0.0,-0.2697215358142176,0.2123287801772503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,1
808,2023-08-13,0.0,0.0,0.0,0.0,0.0,-0.5128200365332757,0.262295428353699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,1
814,2023-08-14,0.0,0.0,0.0,0.0,0.0,-0.023105296459653,0.0417646892912608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
822,2023-08-16,0.0,0.0,0.0,0.0,0.0,1.0475243045088154,0.0089963332467646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
835,2023-08-18,1.0,0.0,0.0,0.0,0.0,1.1108557510201706,0.0030144646342876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0
836,2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0668764195141908,0.0163870941328965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1,0
840,2023-08-19,1.0,0.0,0.0,0.0,0.0,0.5502187224549855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,1
852,2023-08-21,1.0,0.0,0.0,0.0,0.0,1.008851895746781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
853,2023-08-21,0.0,0.0,0.0,0.0,0.0,-0.0001908831847126,0.0178539000240466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0
857,2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0393060467934,0.4407433947656908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
858,2023-08-22,0.0,0.0,0.0,0.0,0.0,0.6470207447896767,0.0089963332467646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
859,2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0140608307450156,0.3535451563369742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0
860,2023-08-22,0.0,0.0,0.0,0.0,0.0,1.029836872252777,0.6754509286449539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0
862,2023-08-22,0.0,0.0,0.0,0.0,0.0,-0.0126330768143142,0.4077823800865508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0
863,2023-08-22,0.0,0.0,0.0,0.0,0.0,-1.2815505239239775,0.0854913022513213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0
864,2023-08-23,0.0,0.0,0.0,0.0,0.0,0.99776874921373,0.6679442309784224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0
